homeShotsTotalFT,awayShotsTotalFT,homeShotsOnTargetFT,awayShotsOnTargetFT,homeInterceptionsFT,awayInterceptionsFT,homeTacklesTotalFT,awayTacklesTotalFT,homeTackleSuccessFT,awayTackleSuccessFT,homeFoulsCommitedFT,awayFoulsCommitedFT,homePassesKeyFT,awayPassesKeyFT,homePassSuccessFT,awayPassSuccessFT,homePossessionFT,awayPossessionFT,homeDribbleSuccessFT,awayDribbleSuccessFT,homeAerialsTotalFT,awayAerialsTotalFT,homeCornersTotalFT,awayCornersTotalFT,division
18,21,8,6,19,33,42,40,55.73,59.38,21,13,11,17,72.6,65.67,56.5,43.5,65,58.67,35,35,3,4,Bundesliga
12,9,2,4,14,19,50,34,64.44,80.77,22,24,8,8,67.15,60.02,51.63,48.37,37.78,62.5,42,42,6,1,Bundesliga
7,6,4,2,16,16,30,23,61.33,69.3,15,19,5,5,62.34,60.08,47.06,52.94,59.09,53.51,29,29,5,6,Bundesliga
18,11,7,4,27,9,38,36,67.22,75.86,17,17,14,5,70.08,73.16,40.1,59.9,44.12,54.39,24,24,3,9,Bundesliga
13,7,3,4,10,26,23,52,62.5,62.5,22,13,8,3,75.95,55.8,56.73,43.27,57.41,61.11,40,40,2,2,Bundesliga
11,6,3,2,18,14,47,28,75.88,78.33,18,15,8,5,66.73,73.57,48.5,51.5,60,54.55,45,45,6,1,Bundesliga
10,13,2,6,19,22,26,35,67.39,62.5,14,19,4,8,69.79,64.71,50.52,49.48,56.14,47.06,43,43,4,7,Bundesliga
14,12,6,3,14,12,34,37,58.33,61.11,19,17,9,10,63.08,67.22,51.67,48.33,63.33,65.62,44,44,7,3,Bundesliga
14,5,5,4,19,27,34,45,66.07,54.04,14,20,14,4,78.79,66.76,63.95,36.05,74.64,50,29,29,10,1,Bundesliga
13,4,2,1,12,6,25,32,70.45,68.12,14,21,11,4,77.41,74.31,60.65,39.35,42.11,75,25,25,8,1,Bundesliga
25,4,13,1,10,9,41,58,69.48,58.52,15,18,20,2,83.58,70.89,66.18,33.82,57.81,59.38,19,19,10,2,Bundesliga
12,10,4,5,16,23,29,45,75.69,83.84,22,15,9,6,71.58,64.4,56.64,43.36,31.48,38.89,25,25,4,2,Bundesliga
18,13,3,5,19,7,30,37,79.17,63.7,23,15,10,8,70.43,67.47,39.52,60.48,98.33,60,45,45,4,2,Bundesliga
16,10,9,3,23,20,47,32,80,80.21,10,11,14,10,69.96,79.29,44.1,55.9,36.54,41.67,27,27,7,3,Bundesliga
19,5,7,3,27,26,18,45,53.12,42.97,15,24,16,3,72.53,65.67,52.91,47.09,67.59,93.75,31,31,6,2,Bundesliga
9,17,3,10,20,18,47,41,67.71,74.19,18,15,7,12,73.31,60.57,58.97,41.03,54.17,47.73,29,29,4,5,Bundesliga
9,18,4,4,5,37,44,31,60.48,77.78,12,19,7,13,61.05,78.81,45.57,54.43,42.22,68.18,35,35,4,5,Bundesliga
14,8,5,6,15,12,24,37,76.32,75.86,13,15,9,6,75.6,71.67,51.28,48.72,44.44,28.12,23,23,5,4,Bundesliga
7,14,2,6,32,16,39,41,70.69,81.25,10,9,7,12,69.05,77.69,41.59,58.41,53.85,50,23,23,4,4,Bundesliga
11,12,6,6,15,16,24,43,78.57,74.41,8,18,8,9,76.9,62.06,59.38,40.62,44.74,50,32,32,3,2,Bundesliga
13,7,7,1,25,17,43,47,61.98,63.96,15,14,13,7,77.1,74.25,54.78,45.22,48.33,66.67,20,20,7,2,Bundesliga
15,19,8,8,10,19,29,30,53.97,61.11,16,19,15,15,54.67,67.88,45.27,54.73,64.71,63.54,55,55,4,9,Bundesliga
9,5,2,2,26,18,35,45,67.78,66.67,19,16,6,3,73.75,67.1,51.18,48.82,52.38,50.83,37,37,6,2,Bundesliga
8,19,2,5,16,13,53,34,73.2,79.7,14,17,7,17,70.79,74.92,37.61,62.39,40.48,50.72,39,39,2,6,Bundesliga
14,9,3,5,14,20,37,61,79.63,64.44,19,28,9,7,78.72,53.08,64.09,35.91,56.25,47.44,37,37,9,3,Bundesliga
10,14,4,5,18,14,39,24,84.52,66.67,25,12,8,8,53.01,66.16,41.26,58.74,60.61,28.12,56,56,2,8,Bundesliga
19,7,5,3,19,12,31,49,88.19,39.06,18,18,17,6,73.4,61.78,65.4,34.6,80.77,35.42,25,25,11,2,Bundesliga
8,12,4,5,20,22,32,20,76.54,85,17,17,6,9,69.24,57.4,55.55,44.45,37.5,38.89,48,48,6,6,Bundesliga
17,9,8,3,15,22,38,44,66.67,67.82,10,8,13,7,74.76,73.17,52.87,47.13,52.27,66.67,37,37,10,5,Bundesliga
16,12,5,5,13,10,31,36,78.03,42.19,9,17,13,10,71.02,66.84,57.84,42.16,65.52,46.15,34,34,8,5,Bundesliga
11,11,2,3,17,19,63,34,61.7,64.1,13,17,10,10,66.6,73.1,45.14,54.86,57.89,57.14,51,51,3,6,Bundesliga
6,27,3,12,17,16,46,29,84.09,78.47,22,11,4,17,53.65,66.25,38.32,61.68,50,23.08,51,51,2,10,Bundesliga
20,8,8,4,15,17,43,33,57.81,44.25,13,13,15,7,69.23,72.99,45.57,54.43,73.91,66.67,37,37,6,5,Bundesliga
11,10,5,4,17,11,33,48,63.58,54.63,20,22,8,7,67.56,60.17,58.06,41.94,68.67,65.62,55,55,7,2,Bundesliga
12,13,6,2,12,9,42,38,72.86,70,19,14,8,10,72.83,68.6,39.79,60.21,53.33,52.5,39,39,6,7,Bundesliga
11,11,5,3,18,12,37,53,62.5,75.42,23,17,9,10,64.65,72.6,44.72,55.28,51.51,57.5,43,43,4,6,Bundesliga
30,5,11,1,13,16,32,38,82.14,60.21,14,12,19,5,80.36,62.24,52.66,47.34,79.17,33.33,28,28,10,3,Bundesliga
16,5,6,2,16,22,29,51,70.83,59.26,13,18,11,2,72.18,66.01,51.12,48.88,71.74,50,41,41,8,2,Bundesliga
14,13,5,5,20,14,47,32,67.86,50,14,18,10,13,69.94,85.24,42.84,57.16,68.18,53.57,15,15,2,3,Bundesliga
7,11,2,4,24,8,51,48,50.71,83.23,14,25,6,8,57.5,70.03,41.42,58.58,33.33,74.07,42,42,5,3,Bundesliga
15,6,7,2,27,30,38,48,66.05,67.45,10,14,11,4,79.38,69.46,56.79,43.21,51.45,57.41,28,28,9,2,Bundesliga
21,7,9,1,10,29,25,33,64.17,68.75,12,19,18,3,83.04,69.8,67.33,32.67,39.47,62.5,27,27,10,2,Bundesliga
13,11,5,4,21,7,38,29,73.33,83.33,19,19,8,8,56.83,77.78,40.46,59.54,50,60,53,53,7,4,Bundesliga
17,6,5,4,22,12,24,23,68.33,63.64,5,14,16,4,71.72,71.66,55.18,44.82,66.67,50,34,34,5,3,Bundesliga
14,11,6,3,15,23,43,50,65.62,58.06,12,17,11,10,73.04,61,61.5,38.5,62.18,57.89,22,22,5,6,Bundesliga
12,6,3,2,19,11,34,30,67.86,72.92,19,13,11,5,74.39,68.74,57.08,42.92,50,58.82,37,37,7,4,Bundesliga
9,9,0,4,13,15,49,36,48.29,70.24,18,14,3,8,63.45,62.74,44.84,55.16,53.12,68.39,31,31,5,4,Bundesliga
23,9,9,5,19,22,34,47,66.05,64.95,11,18,15,6,77.74,60.4,61.55,38.45,63.64,65.62,29,29,11,2,Bundesliga
17,14,6,7,25,12,41,36,66.11,57.14,15,19,13,8,71.42,56.81,62.29,37.71,54.35,46.21,36,36,7,6,Bundesliga
11,7,3,2,16,28,43,77,75.81,53.74,17,23,8,5,73.96,47.03,65.33,34.67,62.72,44.44,47,47,8,0,Bundesliga
16,11,8,4,9,36,44,45,70.59,79.41,7,20,10,9,75.09,64.83,55.55,44.45,42.98,57.14,29,29,7,5,Bundesliga
6,18,3,6,18,13,25,20,69.05,77.78,12,17,5,12,55.92,72.5,38.6,61.4,28.57,46.67,23,23,4,11,Bundesliga
12,22,6,4,30,21,27,28,56.25,60.14,11,14,10,18,73.26,72.99,52.94,47.06,71.43,61.76,28,28,6,5,Bundesliga
7,17,3,5,10,15,30,32,81.33,61.81,16,17,4,11,55.37,77.99,34.41,65.59,55.56,45.83,25,25,2,5,Bundesliga
8,8,6,1,25,23,24,43,79.55,69.05,13,10,8,8,66.6,59.83,50.39,49.61,61.67,37.5,64,64,3,1,Bundesliga
13,15,1,7,33,12,37,23,72.84,57.41,17,13,8,12,58.91,71.29,46.61,53.39,58.97,39.47,52,52,2,6,Bundesliga
8,11,2,4,14,22,29,34,84.92,68.39,22,20,4,8,71.33,54.22,58.84,41.16,52.78,71.43,59,59,7,6,Bundesliga
14,8,10,1,31,27,31,18,81.94,64.29,20,24,12,7,71.49,73.05,46.03,53.97,50,34.44,32,32,5,4,Bundesliga
16,7,13,4,13,27,30,34,76,73.21,13,8,10,3,83.89,69.21,59.75,40.25,42.11,42.86,18,18,5,3,Bundesliga
5,16,1,7,22,27,40,30,69.75,76.81,24,20,4,13,69.61,65.81,52.13,47.87,40,60,40,40,0,3,Bundesliga
5,13,0,4,15,18,30,33,67.31,74.69,16,23,3,7,68.79,78.54,44.33,55.67,50,56.25,31,31,5,4,Bundesliga
19,11,6,3,16,25,51,34,63.98,58.93,18,14,14,8,75.26,72.43,52.72,47.28,72.22,48.67,35,35,7,2,Bundesliga
7,18,1,8,10,8,34,26,67.95,77.27,21,12,4,12,67.52,85.55,31.4,68.6,35.29,61.46,21,21,2,4,Bundesliga
7,14,3,8,13,34,42,49,72.99,71.08,9,6,4,11,72.26,73.96,53.61,46.39,65,50,27,27,6,4,Bundesliga
8,8,4,3,29,26,34,38,62.5,86.67,14,13,5,4,64.49,64.76,52.22,47.78,31.25,64.71,43,43,9,8,Bundesliga
16,9,4,4,12,18,33,29,70.29,70.83,16,14,11,6,73.14,65.24,51.29,48.71,74.07,48.96,24,24,3,0,Bundesliga
11,18,5,8,24,22,33,21,75,79.41,16,20,9,11,66.56,67.23,53.22,46.78,40,41.67,53,53,9,6,Bundesliga
22,7,7,3,16,20,44,35,86.11,74.69,15,13,20,7,70.64,67.14,50.85,49.15,60.26,40,51,51,9,4,Bundesliga
20,19,4,10,27,20,26,35,69.17,66.67,15,22,15,17,72.4,70.92,51.37,48.63,61.11,53.85,39,39,6,7,Bundesliga
10,13,5,3,21,37,35,48,67.86,65.1,16,23,7,11,70.41,70.97,58.83,41.17,53.33,49.12,39,39,7,6,Bundesliga
16,8,4,2,15,22,27,46,51.56,54.84,9,17,12,6,83.1,65.21,65.71,34.29,73.81,77.78,26,26,5,3,Bundesliga
8,9,3,6,19,17,28,31,69.84,68.12,15,11,8,8,69.03,72.51,48.96,51.04,45.37,50,40,40,6,3,Bundesliga
14,8,2,3,22,16,28,27,86.23,71.74,14,15,13,8,73.36,62.65,55.84,44.16,40.62,38.89,44,44,7,7,Bundesliga
20,9,10,1,20,27,34,39,69.64,60.92,14,10,16,8,66.75,75.28,44.32,55.68,60.53,50,38,38,6,3,Bundesliga
23,8,11,2,15,17,23,37,88.24,81.77,13,21,19,5,71.88,64.06,57.24,42.76,38.24,42.86,25,25,4,3,Bundesliga
23,11,5,2,8,26,25,43,61.36,66.11,18,14,17,8,74.91,58.37,54.4,45.6,63.89,70.83,65,65,6,5,Bundesliga
10,10,3,7,32,10,30,39,60.87,71.43,16,27,9,6,58.2,71.57,47.81,52.19,62.5,84.62,61,61,0,4,Bundesliga
16,4,7,0,21,16,20,41,80,62.22,10,11,10,3,84.89,61.01,66.01,33.99,71.05,52.38,17,17,10,3,Bundesliga
11,14,3,4,14,13,28,26,93.48,78.57,18,13,8,9,76.39,61.53,55.38,44.62,38.46,22.22,25,25,6,9,Bundesliga
17,12,4,5,15,11,38,29,60,64.29,21,19,13,9,67.17,63.31,57.93,42.07,53.57,59.8,56,56,5,3,Bundesliga
22,5,9,2,22,13,40,36,72.06,69.75,11,9,15,2,81.13,70.79,58.78,41.22,45,68.75,33,33,5,1,Bundesliga
22,5,7,0,15,42,33,31,76.79,76.85,12,16,14,4,75.94,68.44,58.5,41.5,38.89,46.67,27,27,8,4,Bundesliga
7,14,4,5,25,20,28,20,72,40.62,7,9,4,12,70.85,77.73,44,56,100,43.33,15,15,2,9,Bundesliga
8,8,3,5,22,14,45,42,70.27,62.37,18,16,8,6,67.86,69.06,52.53,47.47,60.61,56.82,54,54,6,3,Bundesliga
15,10,7,3,29,17,57,36,74.36,63.98,14,15,11,9,68.77,73.84,47.9,52.1,52.78,60.53,38,38,3,6,Bundesliga
23,15,8,3,12,7,21,50,84.38,68.63,12,25,16,10,78.06,53.53,65.66,34.34,51.45,100,49,49,14,4,Bundesliga
15,10,5,3,31,15,21,34,80,75,13,23,9,6,74.7,64.73,59.01,40.99,66.67,66.67,32,32,6,4,Bundesliga
9,15,3,9,8,14,46,44,76.77,77.14,12,11,8,12,67.96,77.5,41.9,58.1,55.88,31.48,19,19,1,5,Bundesliga
8,16,3,4,26,25,42,37,73.56,64.94,20,24,5,9,49.95,67.87,44.93,55.07,47.73,49.07,67,67,3,1,Bundesliga
10,12,5,6,16,5,53,27,64.03,88.64,24,20,3,11,61.8,76.1,36.53,63.47,27.78,68,35,35,5,5,Bundesliga
16,18,5,4,8,16,26,35,88.1,61.54,16,12,12,16,66.52,74.85,47.48,52.52,61.11,30,20,20,3,2,Bundesliga
21,9,11,4,17,12,23,33,75,76,11,14,16,6,77.37,65.55,62.04,37.96,35.29,100,14,14,12,4,Bundesliga
13,10,5,5,30,27,28,44,71.74,63.64,24,24,9,6,75.93,67.74,53.93,46.07,63.49,36.11,19,19,2,4,Bundesliga
12,12,2,4,23,21,29,32,54.35,81.25,15,16,6,10,72.28,57.45,53.21,46.79,41.67,70.59,32,32,2,1,Bundesliga
16,18,9,8,12,16,53,39,67.38,81.67,11,14,6,10,74.74,67.41,54.13,45.87,46.67,60.32,41,41,7,7,Bundesliga
16,10,5,2,25,22,37,34,71.8,47.33,14,9,12,10,65.86,77.12,46.74,53.26,69.3,50,30,30,4,3,Bundesliga
19,8,4,3,24,13,37,30,63.33,80,12,18,16,6,70.2,70.79,48.28,51.72,31.25,46,54,54,5,3,Bundesliga
17,15,8,4,22,27,49,64,60.29,67.25,23,16,16,11,66.96,67.35,47.91,52.09,56.9,62.5,37,37,3,3,Bundesliga
13,15,4,5,22,13,37,40,72.22,50,16,12,9,11,69.23,80.87,38.88,61.12,70.83,44.74,31,31,7,9,Bundesliga
9,17,4,9,27,16,51,51,66.18,78.83,14,17,5,12,72.91,67.72,53.33,46.67,47.62,70,37,37,9,5,Bundesliga
14,11,7,2,21,16,30,40,69.23,64.37,15,13,8,10,68.79,69.75,49.88,50.12,51.67,81.82,40,40,5,4,Bundesliga
12,7,5,3,30,15,46,49,73.42,67.11,11,19,9,7,70.62,63.28,51.07,48.93,55.77,52.17,25,25,4,2,Bundesliga
20,9,8,4,22,23,33,32,79.17,66.07,13,20,16,5,79.48,61.83,66.22,33.78,59.38,50,29,29,3,0,Bundesliga
13,12,7,8,14,11,30,35,60.71,81.67,12,21,11,8,74.88,71.25,52.61,47.39,50,71.88,32,32,4,7,Bundesliga
19,20,6,8,20,41,32,54,67.36,57.5,9,16,14,14,76.97,66.74,60.27,39.73,65.38,55.88,36,36,2,6,Bundesliga
13,8,5,3,20,23,51,27,71.93,65.22,15,12,9,5,64.93,60.13,56.3,43.7,61.54,59.09,65,65,6,1,Bundesliga
5,12,4,3,14,16,24,32,78.57,60.87,16,12,5,9,64.2,77.57,38.98,61.02,92.42,62.5,33,33,2,6,Bundesliga
13,14,1,6,16,17,37,43,73.89,73.23,22,9,9,10,68.28,71.66,51.03,48.97,50,60,45,45,6,6,Bundesliga
12,16,5,6,32,17,41,47,87.5,71.57,17,15,8,12,62.75,69.22,42.87,57.13,47.73,30,36,36,3,8,Bundesliga
13,6,6,2,19,10,24,27,66.67,72.92,14,15,9,6,74.98,58.49,59.58,40.42,41.18,65,27,27,9,2,Bundesliga
23,10,5,2,19,7,22,31,81.58,68.52,10,17,16,7,72.62,55.11,60.74,39.26,50,58.33,46,46,14,1,Bundesliga
10,13,5,6,23,16,42,51,70.69,81.08,15,15,5,11,66.14,67.65,50.59,49.41,47.62,52.78,34,34,4,9,Bundesliga
6,11,3,3,20,17,34,35,56.79,75.6,18,19,5,6,56.89,71.68,37.12,62.88,53.12,76.04,47,47,1,7,Bundesliga
9,15,3,3,9,17,24,22,62.5,57.89,17,13,9,10,68.51,59.79,56.74,43.26,60.71,53.57,30,30,5,5,Bundesliga
14,5,5,1,23,18,29,30,66.67,60.67,13,15,13,4,65.11,61.64,53.16,46.84,62.5,51.11,43,43,3,3,Bundesliga
25,10,15,8,28,19,23,36,85,62.07,6,15,24,10,83.67,64.02,57.29,42.7,67.65,35,29,29,7,3,Bundesliga
9,18,4,6,21,18,40,34,56.45,63.33,20,18,8,11,63.96,70.76,47.05,52.95,73.33,91.67,41,41,7,5,Bundesliga
14,11,5,4,25,29,45,41,69.7,76.88,17,10,10,8,60.54,61.99,46.66,53.34,51.11,54.76,47,47,9,3,Bundesliga
18,9,6,3,14,27,34,46,68.59,62.61,13,13,14,8,80.45,59.51,68.5,31.5,69.57,58.82,28,28,7,1,Bundesliga
12,7,3,2,18,21,35,32,78.85,85.12,14,19,8,4,67.53,62.29,55.19,44.81,29.76,50,50,50,5,7,Bundesliga
17,6,5,1,25,15,17,33,86.67,40.8,20,17,16,3,71.54,50.18,61.35,38.65,78.03,25,56,56,9,3,Bundesliga
18,9,8,3,18,18,24,32,58.33,61.54,11,23,11,7,69.61,54.07,60.52,39.48,57.89,81.82,27,27,9,4,Bundesliga
12,15,8,5,16,22,47,36,72.78,67.01,11,11,9,12,59.79,73.21,40.14,59.86,60.12,59.8,20,20,6,4,Bundesliga
21,6,11,2,25,30,35,45,74.36,52.78,15,18,17,4,76.64,58.8,60.57,39.43,64.29,53.33,34,34,4,1,Bundesliga
12,15,2,7,31,18,28,27,78,80,12,17,8,12,61.44,75.01,40.4,59.6,38.46,36.67,38,38,3,6,Bundesliga
16,6,5,2,8,20,35,33,78.12,75.33,19,22,10,4,72.21,56.94,57.32,42.68,63.64,35.29,32,32,8,3,Bundesliga
13,15,2,2,15,22,41,33,64.2,75.69,16,15,10,11,65.13,68.77,44.98,55.02,41.18,59.65,37,37,15,7,Bundesliga
14,11,4,3,14,21,30,36,71.53,66.03,17,13,12,8,69.59,64.09,53.85,46.15,70,52.38,37,37,8,4,Bundesliga
11,14,4,5,20,12,13,22,70.83,67.5,7,7,7,10,71.37,59.87,54.61,45.39,63.64,50,53,53,6,3,Bundesliga
12,6,3,2,11,15,20,29,81.25,63.46,24,21,8,4,69.26,48.84,62.29,37.71,50,57.14,56,56,3,2,Bundesliga
11,12,4,5,21,12,44,28,56.37,62.88,17,20,6,10,60.84,62.69,48.78,51.22,81.82,66.67,43,43,3,4,Bundesliga
20,16,10,3,27,27,42,45,77.78,60,16,13,16,12,58.81,75.42,42.71,57.29,67.5,38.1,34,34,3,2,Bundesliga
8,17,1,4,20,18,39,28,76.79,68.18,13,14,6,11,65.75,67.57,47.51,52.49,57.69,44.44,50,50,4,5,Bundesliga
16,15,6,11,25,39,23,52,73.53,59.21,11,23,13,12,77.7,74.14,59.76,40.24,62.67,45,25,25,9,3,Bundesliga
24,4,11,2,10,10,24,46,71.05,65.69,12,18,21,4,83.27,58.72,72.62,27.38,43.1,36.67,29,29,12,1,Bundesliga
10,16,5,4,18,21,27,31,58.7,59.62,8,11,8,9,74.01,65.23,56.58,43.42,61.11,55.56,41,41,9,11,Bundesliga
10,15,2,4,15,24,27,28,68.18,72.22,11,13,6,9,63.19,76.15,43.44,56.56,38.24,62.5,32,32,2,6,Bundesliga
15,13,6,2,19,26,28,27,53.33,75,15,14,10,13,69.15,64.13,53.31,46.69,42.86,52.78,33,33,7,4,Bundesliga
7,11,3,2,14,21,27,17,70.63,56.67,18,13,5,9,65.33,74.73,46.52,53.48,77.78,43.33,30,30,4,7,Bundesliga
13,12,7,3,13,16,35,37,70.37,51.15,15,23,10,9,54.74,63.57,49.37,50.63,70.63,44.44,50,50,8,5,Bundesliga
14,11,2,2,11,9,28,35,71.43,69.14,13,17,12,7,76.09,51.53,62.56,37.44,50,66.67,72,72,8,5,Bundesliga
23,6,6,2,17,7,35,39,72.67,58.05,19,19,16,3,72.39,68.48,56.78,43.22,65.08,62.5,42,42,2,3,Bundesliga
11,14,4,4,14,24,42,40,75.98,68.18,29,14,4,10,55.08,73.24,41.38,58.62,67.65,47.37,39,39,4,7,Bundesliga
17,12,3,5,17,35,34,28,66.67,46.03,18,21,8,9,69.08,62.08,56.22,43.78,84.38,60.53,44,44,11,5,Bundesliga
18,6,8,2,23,17,36,35,79.63,62.07,11,9,16,5,70.15,51.77,64.39,35.61,57.14,50,42,42,5,1,Bundesliga
8,13,4,7,20,38,61,47,63.95,67.16,6,16,6,12,76.13,68.47,57.01,42.99,77.45,58.05,31,31,4,5,Bundesliga
30,5,8,4,14,26,29,61,80.77,67.86,13,16,23,4,78.68,59.67,68.21,31.79,52.08,54.55,67,67,6,0,Bundesliga
9,19,3,7,24,16,54,28,66.18,69.44,24,12,8,10,57.99,79.56,36.16,63.84,50,55.56,38,38,4,8,Bundesliga
13,20,6,7,17,28,32,37,64,68.89,14,14,10,11,60.73,60.61,49.16,50.84,79.49,62.5,77,77,4,7,Bundesliga
6,13,2,6,17,9,43,34,65.86,71.73,11,15,4,9,63.91,76.29,41.46,58.54,45.61,56.35,48,48,2,5,Bundesliga
9,7,2,5,32,11,38,41,59.74,62.35,11,14,7,7,59.67,61.4,44.84,55.16,54.76,82,92,92,4,4,Bundesliga
28,4,9,2,25,23,34,44,54.94,55.62,9,13,23,4,72.41,76.27,50.37,49.63,61.81,63.33,44,44,8,1,Bundesliga
16,11,7,4,17,8,54,34,63.49,61.11,25,17,12,7,48.03,66.05,44.02,55.98,64.71,63.46,96,96,4,5,Bundesliga
16,10,5,2,14,15,39,36,58.61,56.32,14,17,13,6,75.44,63.08,53.39,46.61,63.33,68.98,54,54,7,2,Bundesliga
20,12,3,4,9,13,47,32,58.33,60.14,12,14,11,9,68.08,69.62,44.64,55.36,43.65,48.39,53,53,10,4,Bundesliga
19,10,8,4,8,17,34,37,76.92,61.73,19,13,12,7,72.52,58.44,59.37,40.63,54.76,50,65,65,7,0,Bundesliga
22,10,12,4,13,16,20,31,50,42.39,8,12,16,9,90.56,58.71,71.5,28.5,69.74,75,26,26,14,4,Bundesliga
17,6,12,4,17,23,45,35,68.98,59.77,15,21,12,5,59.83,58.45,50.89,49.11,61.4,42.86,70,70,4,3,Bundesliga
13,13,6,4,12,16,29,30,58.33,63.79,23,16,8,12,76.14,57.96,58.04,41.96,70,55.26,83,83,8,5,Bundesliga
16,15,4,8,18,23,31,36,47.83,46.43,19,8,10,11,67.18,68.21,47.12,52.88,71.21,62.5,88,88,3,9,Bundesliga
12,11,4,4,17,7,43,44,66.3,63.51,18,17,9,6,62.83,68.73,41.48,58.52,61.36,51.48,61,61,5,10,Bundesliga
13,19,9,7,21,21,47,40,56.45,48.85,15,17,10,16,66.38,80.8,47.1,52.9,61.54,63.19,49,49,6,5,Bundesliga
15,10,6,4,14,10,36,31,44.64,52.38,22,19,10,6,60.78,56.93,51.19,48.81,58.77,85,97,97,5,8,Bundesliga
6,22,5,6,7,6,30,32,70.51,59.85,19,21,5,16,60.12,74.18,50.54,49.46,62.5,42.59,56,56,3,10,Bundesliga
14,18,4,10,20,11,35,33,66.67,67.95,14,13,11,11,68.53,66.7,50.17,49.83,58.82,70,44,44,2,4,Bundesliga
13,15,6,4,13,10,39,35,72.41,67.28,17,19,11,9,53.27,66.42,37.16,62.84,51.75,48.15,86,86,3,6,Bundesliga
9,17,5,6,23,11,36,28,51.23,55.56,15,19,4,13,63.52,71.55,41.24,58.76,62.75,68.25,67,67,0,4,Bundesliga
21,3,4,0,10,15,22,24,65.62,56.82,16,18,17,2,76.4,46.59,71.05,28.95,50,54.55,87,87,14,2,Bundesliga
8,14,3,7,15,23,43,38,45.97,60.49,10,11,8,13,55.47,82.4,35.06,64.94,65.79,70.19,57,57,6,4,Bundesliga
19,14,8,3,17,10,43,46,51.01,71.11,14,11,18,8,65.69,68.82,42.31,57.69,41.3,73.08,74,74,4,5,Bundesliga
15,17,7,6,7,14,52,33,52.24,54,10,14,7,14,60.03,67.01,45.75,54.25,85.71,56.79,75,75,5,10,Bundesliga
15,14,8,7,17,8,33,41,74.07,61.62,12,18,13,12,61.42,52.54,49.86,50.14,48.77,58.33,68,68,8,5,Bundesliga
14,13,8,4,23,33,44,37,64.44,65.33,23,19,11,7,61.57,58.4,50.48,49.52,71.88,48.61,51,51,5,4,Bundesliga
13,18,7,8,9,8,22,43,48.15,55,14,24,10,12,57.33,54.88,50.38,49.62,55.77,66.67,96,96,7,8,Bundesliga
21,7,12,1,17,18,44,41,74.71,60.42,17,18,14,4,75.85,76.55,48.18,51.82,61.36,50,41,41,6,5,Bundesliga
16,12,7,0,5,16,26,48,64.29,56.48,13,11,14,10,82.67,53.83,66.93,33.07,65.28,75,39,39,2,4,Bundesliga
13,11,5,4,16,15,34,41,54.76,60.29,12,16,11,9,74.02,62.88,63,37,64.58,59.09,72,72,11,2,Bundesliga
18,11,6,2,9,8,35,21,54.32,55.88,17,19,13,9,68.75,66.59,47.69,52.31,53.57,58.33,67,67,6,2,Bundesliga
13,7,4,3,13,11,44,37,44.44,65.12,12,15,9,3,59.2,71.65,43.64,56.36,60.29,79.17,56,56,4,6,Bundesliga
14,12,3,3,27,23,32,35,59.33,48.57,11,15,11,12,73.34,70.01,48.27,51.73,57.69,53.51,48,48,4,3,Bundesliga
17,8,7,2,19,14,30,26,54.35,56.52,22,14,14,6,83.63,64.4,63.02,36.98,62.5,75,60,60,4,1,Bundesliga
12,15,5,8,23,15,58,37,64.84,50.62,17,12,8,13,61.53,71.11,45.12,54.88,78.7,69.57,64,64,5,9,Bundesliga
10,26,1,6,8,18,44,33,55.56,67.05,11,11,9,23,69.38,63.03,57.96,42.04,65.38,77.78,56,56,3,5,Bundesliga
9,19,2,6,22,8,44,41,49.02,56.55,26,21,6,14,61.33,75.18,38.42,61.58,71.93,77.08,41,41,3,5,Bundesliga
11,18,4,4,15,10,32,34,81.03,73.46,20,15,10,9,60.43,68.87,47.21,52.79,53.33,66.67,55,55,3,2,Bundesliga
19,10,7,1,12,10,23,33,50,64.1,14,23,16,8,71.56,69.94,55.3,44.7,75,55.56,58,58,10,2,Bundesliga
14,10,3,4,10,16,38,46,52,57.6,17,12,11,9,70.69,53,59.82,40.18,62.15,56.82,75,75,8,3,Bundesliga
16,10,1,5,20,12,23,25,45.24,70.24,9,8,11,9,80.14,73.51,48.78,51.22,56.25,75.76,42,42,5,2,Bundesliga
16,6,7,1,22,11,27,53,54.55,43.86,10,20,13,4,71.91,69.86,56.06,43.94,62.04,58.82,54,54,5,0,Bundesliga
11,24,3,7,20,17,74,27,45.23,46.49,13,10,8,19,51.05,81.77,32.55,67.45,82.14,67.5,67,67,2,8,Bundesliga
16,20,5,6,10,21,52,50,62.96,50.88,18,17,14,12,52.45,64.09,45.49,54.51,84.67,52.38,74,74,7,8,Bundesliga
13,6,5,1,11,14,31,34,60.15,56.8,11,28,9,5,68.58,64.56,53.6,46.4,88.46,51.75,61,61,5,5,Bundesliga
20,4,5,0,10,19,34,32,67.95,59.09,11,20,14,2,75.52,40.47,66.53,33.47,62.5,45,63,63,6,4,Bundesliga
10,18,5,8,26,3,47,35,54.76,64.1,14,7,8,13,65.86,83.86,37.88,62.12,42.42,74.64,36,36,2,5,Bundesliga
11,11,5,3,9,9,24,42,53.33,44.89,17,16,8,5,75.24,51.36,58.08,41.92,74.31,68.06,60,60,4,8,Bundesliga
